transcript bin.x coverage.x strand.x gene.x cigar.x MD.x NM.x fileName.x species.x introns_len.x introns_num.x swap.introns_len.x bin.y coverage.y strand.y gene.y cigar.y MD.y NM.y fileName.y species.y introns_len.y introns_num.y swap.introns_len.y bin coverage strand gene cigar MD NM fileName species introns_len introns_num swap.introns_len
snap_masked-168238271-processed-gene-0.72-mRNA-1 myseq6000.fa.r112 0.99 0 6795105 306M MD:Z:25T26C20A95T81G54 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_14.iteration.1 0.99 16 3011869 306M MD:Z:54C81A95T20G26A25 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.2 0.99 0 6876078 306M MD:Z:20C4T26C198G54 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168240424-processed-gene-0.8-mRNA-1 myseq9000.fa.r112 0.99 0 9184165 855M MD:Z:62G58T68G48A143C138T332 NM:i:6 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_16.iteration.1 0.99 16 3092705 855M MD:Z:332A138G143T176C62 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.1 0.99 16 4672360 855M MD:Z:332A80T57G191G191 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168243331-processed-gene-0.3-mRNA-1 myseq12000.fa.r112 0.99 0 7646828 873M MD:Z:45G194C4G8C353T182G81 NM:i:6 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_17.iteration.1 0.99 0 3051794 873M MD:Z:45G194C4G8C353T182G81 NM:i:6 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.1 0.99 16 4672229 873M MD:Z:369A26C40T114A274C6T38 NM:i:6 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168243486-processed-gene-0.5-mRNA-1 myseq12000.fa.r112 0.99 16 7739266 279M MD:Z:279 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_18.iteration.1 0.99 0 3667066 279M MD:Z:279 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.1.extra 0.99 0 1188007 279M MD:Z:126T68C55T27 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168244189-processed-gene-0.53-mRNA-1 myseq9000.fa.r112 0.99 16 9137295 486M MD:Z:486 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_16.iteration.1 0.99 0 3024763 486M MD:Z:486 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.1 0.99 0 1216034 486M MD:Z:4C79G126G9G264 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168247724-processed-gene-0.41-mRNA-1 myseq12000.fa.r112 0.99 0 7668996 303M MD:Z:303 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_16.iteration.1 0.99 0 3092353 303M MD:Z:303 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.1 0.99 0 4672645 303M MD:Z:303 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168250030-processed-gene-0.4-mRNA-1 myseq6000.fa.r112 0.99 16 6813262 2355M MD:Z:41C90T359A167T5A113C386G662A308C15G14G153G3C26 NM:i:13 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_14.iteration.1 0.99 16 3012239 2355M MD:Z:41C90T359A167T5A113C223T31C196A131G68A38C127G228A308C15G14G153G3C26 NM:i:19 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.2 0.99 16 6876096 2355M MD:Z:54A697T1602 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168250072-processed-gene-0.12-mRNA-1 myseq6000.fa.r112 0.99 0 6788035 324M MD:Z:287A36 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_14.iteration.1 0.99 0 2941354 324M MD:Z:287A36 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.1.extra 0.99 16 11461062 324M MD:Z:101G103C76G30A10 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168251630-processed-gene-0.22-mRNA-1 myseq12000.fa.r112 0.99 16 7753587 468M MD:Z:468 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_17.iteration.1 0.99 16 2987312 468M MD:Z:468 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.2 0.99 16 6773775 468M MD:Z:19C92A46A55G10C24A23G192 NM:i:7 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168251950-processed-gene-0.29-mRNA-1 myseq6000.fa.r112 0.99 0 6752695 1779M MD:Z:1552A83G40TG100 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_12.iteration.1 0.99 16 3364528 1779M MD:Z:100CA40C1636 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.1 0.99 0 4672750 1779M MD:Z:8T116A98G130A147A11T22A181A23G129T761G15G126 NM:i:12 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168251974-processed-gene-0.59-mRNA-1 myseq9000.fa.r112 0.99 0 4000176 306M MD:Z:306 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_15.iteration.1 0.99 0 3528326 306M MD:Z:306 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.1 0.99 16 4597135 306M MD:Z:306 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168253890-processed-gene-0.45-mRNA-1 myseq12000.fa.r112 0.99 16 7641515 195M MD:Z:30A2T38A122 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_17.iteration.2 0.99 16 4296070 195M MD:Z:30A164 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.1 0.99 16 1128966 195M MD:Z:30A164 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168254571-processed-gene-0.7-mRNA-1 myseq0.fa.r112 0.99 16 7123702 615M MD:Z:579C35 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_9.iteration.1 0.99 16 3260123 615M MD:Z:579C35 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.1 0.99 16 4672641 615M MD:Z:28T361A188C35 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168254898-processed-gene-0.45-mRNA-1 myseq9000.fa.r112 0.99 0 9265740 330M MD:Z:330 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_15.iteration.1 0.99 0 3575878 330M MD:Z:330 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.1 0.99 0 4672540 330M MD:Z:246T55T27 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168255753-processed-gene-0.72-mRNA-1 myseq9000.fa.r112 0.99 16 9268392 222M MD:Z:222 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_10.iteration.1 0.99 0 2851456 222M MD:Z:109G112 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.3 0.99 16 6507024 222M MD:Z:45A129T46 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168256972-processed-gene-0.3-mRNA-1 myseq9000.fa.r112 0.99 16 9299306 795M MD:Z:795 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_15.iteration.1 0.99 0 3497543 795M MD:Z:795 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.1 0.99 16 4672271 795M MD:Z:45T125A8A307G66A2G236 NM:i:6 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168257802-processed-gene-0.32-mRNA-1 myseq3000.fa.r112 0.99 0 9289386 180M MD:Z:180 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_11.iteration.1 0.99 0 3287610 180M MD:Z:180 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.1 0.99 0 1047047 180M MD:Z:180 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168258397-processed-gene-0.3-mRNA-1 myseq0.fa.r112 0.99 16 7075638 675M MD:Z:51C145C477 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_8.iteration.1 0.99 16 4459019 675M MD:Z:51C145C477 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.1 0.99 16 4672535 675M MD:Z:462A20C191 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168259672-processed-gene-0.13-mRNA-1 myseq6000.fa.r112 0.99 0 6848481 661M MD:Z:179GA268C72G56G81 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_12.iteration.1 0.99 16 3364210 661M MD:Z:81C56C72G147AG13A105TC38A140 NM:i:9 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.1 0.99 0 4672703 661M MD:Z:179GA188A79C129G81 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168275735-processed-gene-0.52-mRNA-1 myseq0.fa.r112 0.99 0 1839825 207M MD:Z:207 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_10.iteration.1 0.99 16 1124419 207M MD:Z:4A202 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.1 0.99 16 4597379 207M MD:Z:207 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168277302-processed-gene-0.103-mRNA-1 myseq9000.fa.r112 0.99 0 9143815 330M MD:Z:279A50 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_16.iteration.1 0.99 16 3092495 330M MD:Z:50T279 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.1 0.99 16 4672797 330M MD:Z:263T4G61 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168280405-processed-gene-0.57-mRNA-1 myseq0.fa.r112 0.99 16 7125035 321M MD:Z:321 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_9.iteration.1 0.99 16 3260957 321M MD:Z:275T45 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.1 0.99 0 4600157 321M MD:Z:254G1G64 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168280502-processed-gene-0.48-mRNA-1 myseq0.fa.r112 0.99 16 804257 342M MD:Z:135A206 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_9.iteration.1 0.99 16 3205074 342M MD:Z:135A206 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.1 0.99 0 1102727 342M MD:Z:318T23 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168280530-processed-gene-0.14-mRNA-1 myseq0.fa.r112 0.99 0 7083626 357M MD:Z:357 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_9.iteration.1 0.99 16 3221622 357M MD:Z:357 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.2 0.99 16 6875929 357M MD:Z:239T104C12 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168283834-processed-gene-0.13-mRNA-1 myseq12000.fa.r112 0.99 0 7619955 1212M MD:Z:1212 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_10.iteration.1 0.99 16 2915313 1212M MD:Z:1212 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.4 0.99 0 5731820 1212M MD:Z:4T402C53A750 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168289165-processed-gene-0.38-mRNA-1 myseq9000.fa.r112 0.99 0 9133043 1329M MD:Z:431A729T167 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_15.iteration.1 0.99 16 3496500 1329M MD:Z:167A165G563T98T332 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.1 0.99 0 4672661 1329M MD:Z:431A584C312 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168292088-processed-gene-0.16-mRNA-1 myseq12000.fa.r112 0.99 16 7721611 474M MD:Z:29G364G14T64 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_16.iteration.1 0.99 16 3092273 474M MD:Z:29G364G14T64 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.1 0.99 16 4672346 474M MD:Z:199T43T150G14T64 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168293352-processed-gene-0.9-mRNA-1 myseq0.fa.r112 0.99 16 7157549 414M MD:Z:414 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_8.iteration.1 0.99 16 4459287 414M MD:Z:414 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.1 0.99 0 4593967 414M MD:Z:414 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168293709-processed-gene-0.14-mRNA-1 myseq9000.fa.r112 0.99 16 9284302 192M MD:Z:192 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_16.iteration.1 0.99 0 305078 192M MD:Z:192 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.1 0.99 16 151718 192M MD:Z:192 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
snap_masked-168297966-processed-gene-0.26-mRNA-1 myseq12000.fa.r112 0.99 16 7629681 579M MD:Z:176C68T34C149A148 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_16.iteration.1 0.99 0 3092340 579M MD:Z:298G34A68G176 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_1.iteration.1 0.99 16 4604013 579M MD:Z:98A77C103C78A219 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
