transcript bin.x coverage.x strand.x gene.x cigar.x MD.x NM.x bin.y coverage.y strand.y gene.y cigar.y MD.y NM.y
snap_masked-168312706-processed-gene-0.43-mRNA-1 myseq6000.fa.r112 0.99 0 6763839 339M MD:Z:47C220G70 NM:i:2 cdhit-output-4_13.iteration.1 0.99 0 3894637 339M MD:Z:268G70 NM:i:1
snap_masked-168312980-processed-gene-0.35-mRNA-1 myseq0.fa.r112 0.99 0 7160182 294M MD:Z:294 NM:i:0 cdhit-output-4_10.iteration.1 0.99 0 2915277 294M MD:Z:294 NM:i:0
snap_masked-168314041-processed-gene-0.16-mRNA-1 myseq9000.fa.r112 0.99 16 9300789 3195M MD:Z:108C968C62G241G36C1112C20G173A170T50G245 NM:i:10 cdhit-output-4_16.iteration.1 0.99 16 3093112 3195M MD:Z:195G538A342C62G241G1149C20G173A170T50G245 NM:i:10
snap_masked-168314700-processed-gene-0.10-mRNA-1 myseq3000.fa.r112 0.99 16 9249197 357M MD:Z:357 NM:i:0 cdhit-output-4_10.iteration.1 0.99 16 2915079 357M MD:Z:357 NM:i:0
snap_masked-168323003-processed-gene-0.22-mRNA-1 myseq0.fa.r112 0.99 0 7165996 2973M MD:Z:521C1955G495 NM:i:2 cdhit-output-4_10.iteration.1 0.99 0 2845146 2973M MD:Z:521C1614T340G495 NM:i:3
snap_masked-168325153-processed-gene-0.52-mRNA-1 myseq3000.fa.r112 0.99 0 3079516 342M MD:Z:9T217A39G14A59 NM:i:4 cdhit-output-4_12.iteration.1 0.99 0 3364354 342M MD:Z:9T217A39G14A59 NM:i:4
snap_masked-168327198-processed-gene-0.9-mRNA-1 myseq9000.fa.r112 0.99 0 9132599 2268M MD:Z:13T289G91G443A122A1305 NM:i:5 cdhit-output-4_15.iteration.1 0.99 0 3576055 2268M MD:Z:13T289G91G1872 NM:i:3
snap_masked-168327347-processed-gene-1.90-mRNA-1 myseq0.fa.r112 0.99 0 7165320 372M MD:Z:41T330 NM:i:1 cdhit-output-4_10.iteration.1 0.99 0 2914913 372M MD:Z:41T330 NM:i:1
snap_masked-168330812-processed-gene-0.7-mRNA-1 myseq12000.fa.r112 0.99 0 7671899 261M MD:Z:144G96T19 NM:i:2 cdhit-output-4_17.iteration.2 0.99 16 4296055 261M MD:Z:19A96C144 NM:i:2
snap_masked-168338120-processed-gene-0.9-mRNA-1 myseq3000.fa.r112 0.99 16 9297782 303M MD:Z:179G123 NM:i:1 cdhit-output-4_12.iteration.2 0.99 16 1413109 303M MD:Z:179G123 NM:i:1
snap_masked-168338196-processed-gene-0.35-mRNA-1 myseq9000.fa.r112 0.99 0 9288456 3189M MD:Z:72A13G224T53G122T9T223C17A30G79A217G79A642A1396 NM:i:13 cdhit-output-4_16.iteration.1 0.99 16 3093106 3189M MD:Z:1396T642T79C217T79C30T17G223A9A122C53A183G40C13T72 NM:i:14
snap_masked-168338686-processed-gene-0.56-mRNA-1 myseq6000.fa.r112 0.99 16 1812337 216M MD:Z:59C13G142 NM:i:2 cdhit-output-4_14.iteration.1 0.99 16 3012028 216M MD:Z:59C13G142 NM:i:2
snap_masked-168340612-processed-gene-0.14-mRNA-1 myseq6000.fa.r112 0.99 16 6846290 2172M MD:Z:1100A17C328G16A117C589 NM:i:5 cdhit-output-4_13.iteration.1 0.99 0 3875382 2172M MD:Z:896T1101C173 NM:i:2
snap_masked-168348494-processed-gene-0.11-mRNA-1 myseq12000.fa.r112 0.99 16 7751958 333M MD:Z:247T22TT61 NM:i:3 cdhit-output-4_16.iteration.1 0.99 16 3092650 333M MD:Z:247T22TT61 NM:i:3
snap_masked-168355077-processed-gene-0.60-mRNA-1 myseq12000.fa.r112 0.99 16 7686180 867M MD:Z:237A65A340C64C157 NM:i:4 cdhit-output-4_14.iteration.1 0.99 16 814203 867M MD:Z:237A65A340C64C157 NM:i:4
snap_masked-168358518-processed-gene-0.34-mRNA-1 myseq12000.fa.r112 0.99 16 7731163 1446M MD:Z:165G1280 NM:i:1 cdhit-output-4_19.iteration.1 0.99 0 831523 1446M MD:Z:129A1150C165 NM:i:2
snap_masked-168364576-processed-gene-0.37-mRNA-1 myseq12000.fa.r112 0.99 0 7631279 198M MD:Z:153C44 NM:i:1 cdhit-output-4_19.iteration.1 0.99 0 141382 198M MD:Z:198 NM:i:0
snap_masked-168372947-processed-gene-0.46-mRNA-1 myseq3000.fa.r112 0.99 16 9211845 354M MD:Z:88G265 NM:i:1 cdhit-output-4_12.iteration.1 0.99 16 3297537 354M MD:Z:88G265 NM:i:1
snap_masked-168381303-processed-gene-0.61-mRNA-1 myseq3000.fa.r112 0.99 0 8050726 543M MD:Z:543 NM:i:0 cdhit-output-4_11.iteration.1 0.99 16 3288499 543M MD:Z:543 NM:i:0
snap_masked-168382546-processed-gene-0.28-mRNA-1 myseq9000.fa.r112 0.99 0 9198142 408M MD:Z:344A63 NM:i:1 cdhit-output-4_15.iteration.1 0.99 0 3496383 408M MD:Z:344A63 NM:i:1
snap_masked-168384894-processed-gene-0.13-mRNA-1 myseq6000.fa.r112 0.99 0 6782971 1935M MD:Z:303A1T894A436T297 NM:i:4 cdhit-output-4_12.iteration.1 0.99 0 3364629 1935M MD:Z:303A1T157T397C338A436T297 NM:i:6
snap_masked-168386339-processed-gene-0.81-mRNA-1 myseq9000.fa.r112 0.99 0 9133546 330M MD:Z:87C99A142 NM:i:2 cdhit-output-4_14.iteration.1 0.99 16 3012053 330M MD:Z:330 NM:i:0
snap_masked-168386426-processed-gene-0.41-mRNA-1 myseq6000.fa.r112 0.99 16 6713671 195M MD:Z:129T21A43 NM:i:2 cdhit-output-4_14.iteration.1 0.99 16 801895 195M MD:Z:195 NM:i:0
snap_masked-168388051-processed-gene-0.19-mRNA-1 myseq3000.fa.r112 0.99 0 9277003 267M MD:Z:267 NM:i:0 cdhit-output-4_11.iteration.1 0.99 16 3214873 267M MD:Z:267 NM:i:0
snap_masked-168388819-processed-gene-0.5-mRNA-1 myseq9000.fa.r112 0.99 0 9298967 882M MD:Z:78T803 NM:i:1 cdhit-output-4_15.iteration.1 0.99 0 3575588 882M MD:Z:78T803 NM:i:1
snap_masked-168389632-processed-gene-1.61-mRNA-1 myseq12000.fa.r112 0.99 16 7662151 264M MD:Z:10T116G136 NM:i:2 cdhit-output-4_18.iteration.4 0.99 0 3242956 264M MD:Z:136C116A10 NM:i:2
snap_masked-168393497-processed-gene-0.77-mRNA-1 myseq6000.fa.r112 0.99 0 6731616 1050M MD:Z:1050 NM:i:0 cdhit-output-4_13.iteration.1 0.99 16 3957337 1050M MD:Z:1050 NM:i:0
snap_masked-168394011-processed-gene-0.3-mRNA-1 myseq3000.fa.r112 0.99 16 9271069 273M MD:Z:273 NM:i:0 cdhit-output-4_9.iteration.1 0.99 0 3260094 273M MD:Z:273 NM:i:0
snap_masked-168394452-processed-gene-0.40-mRNA-1 myseq12000.fa.r112 0.99 16 7698660 2826M MD:Z:2826 NM:i:0 cdhit-output-4_16.iteration.1 0.99 16 3092844 2826M MD:Z:1619T1106A99 NM:i:2
snap_masked-168396491-processed-gene-0.34-mRNA-1 myseq12000.fa.r112 0.99 16 7269837 444M MD:Z:444 NM:i:0 cdhit-output-4_18.iteration.1 0.99 0 3751672 444M MD:Z:403A40 NM:i:1
snap_masked-168397262-processed-gene-0.34-mRNA-1 myseq6000.fa.r112 0.99 0 6849012 2013M MD:Z:93A541T50G107A158A12A25A64A210G215T59G203C20T243 NM:i:13 cdhit-output-4_14.iteration.1 0.99 16 3011569 2013M MD:Z:123G119A20G479C210T64T25T12T953 NM:i:8
snap_masked-168397458-processed-gene-1.90-mRNA-1 myseq0.fa.r112 0.99 16 7045714 2343M MD:Z:234A200A772C483G650 NM:i:4 cdhit-output-4_9.iteration.1 0.99 16 3260196 2343M MD:Z:234A973C483G650 NM:i:3
snap_masked-168397484-processed-gene-0.28-mRNA-1 myseq9000.fa.r112 0.99 16 9303866 321M MD:Z:321 NM:i:0 cdhit-output-4_17.iteration.1 0.99 16 3052548 321M MD:Z:321 NM:i:0
snap_masked-168398745-processed-gene-0.35-mRNA-1 myseq0.fa.r112 0.99 0 7134308 210M MD:Z:210 NM:i:0 cdhit-output-4_9.iteration.1 0.99 0 3260719 210M MD:Z:210 NM:i:0
snap_masked-168400286-processed-gene-0.40-mRNA-1 myseq3000.fa.r112 0.99 0 9280179 294M MD:Z:294 NM:i:0 cdhit-output-4_17.iteration.1 0.99 16 3052414 294M MD:Z:294 NM:i:0
snap_masked-168401655-processed-gene-0.20-mRNA-1 myseq6000.fa.r112 0.99 16 6802289 556M MD:Z:15C34C2C7G1C25T32C22C1G5T30CC6T11C1T1TG9T6C28C14GT41G7C22T11A4A90A20T21T32C1T2A22 NM:i:33 cdhit-output-4_13.iteration.1 0.99 0 3876986 556M MD:Z:139C371T44 NM:i:2
snap_masked-168403036-processed-gene-0.38-mRNA-1 myseq0.fa.r112 0.99 16 7099719 267M MD:Z:196T12A57 NM:i:2 cdhit-output-4_9.iteration.3 0.99 16 3510303 267M MD:Z:196T12A57 NM:i:2
snap_masked-168404160-processed-gene-0.83-mRNA-1 myseq15000.fa.r112 0.99 0 7786094 1998M MD:Z:1914T83 NM:i:1 cdhit-output-4_19.iteration.1 0.99 16 831926 1998M MD:Z:83A1914 NM:i:1
snap_masked-168411146-processed-gene-0.14-mRNA-1 myseq3000.fa.r112 0.99 0 9162214 3318M MD:Z:21C437A286C69G41G684A57C34C853A25T801 NM:i:10 cdhit-output-4_11.iteration.1 0.99 0 3214477 3318M MD:Z:21C437A128C227G41G681T2A20A36C34C853A25T801 NM:i:12
snap_masked-168414143-processed-gene-0.3-mRNA-1 myseq9000.fa.r112 0.99 16 9299689 1398M MD:Z:8C604C315C468 NM:i:3 cdhit-output-4_8.iteration.1 0.99 16 4458737 1398M MD:Z:929C468 NM:i:1
snap_masked-168414944-processed-gene-0.22-mRNA-1 myseq12000.fa.r112 0.99 16 7598163 282M MD:Z:282 NM:i:0 cdhit-output-4_17.iteration.1 0.99 0 3052123 282M MD:Z:282 NM:i:0
snap_masked-168415001-processed-gene-0.16-mRNA-1 myseq9000.fa.r112 0.99 0 9240490 330M MD:Z:17A312 NM:i:1 cdhit-output-4_15.iteration.1 0.99 0 3495224 330M MD:Z:17A312 NM:i:1
snap_masked-168417437-processed-gene-0.31-mRNA-1 myseq9000.fa.r112 0.99 16 9217185 303M MD:Z:303 NM:i:0 cdhit-output-4_16.iteration.1 0.99 0 3092540 303M MD:Z:303 NM:i:0
snap_masked-168423899-processed-gene-0.11-mRNA-1 myseq12000.fa.r112 0.99 16 7587724 3267M MD:Z:2065C1201 NM:i:1 cdhit-output-4_18.iteration.1 0.99 16 3670179 3267M MD:Z:1860G1406 NM:i:1
snap_masked-168424050-processed-gene-0.32-mRNA-1 myseq6000.fa.r112 0.99 16 6812268 2451M MD:Z:2451 NM:i:0 cdhit-output-4_14.iteration.1 0.99 0 3011125 2451M MD:Z:206A2244 NM:i:1
snap_masked-168433123-processed-gene-0.3-mRNA-1 myseq12000.fa.r112 0.99 16 7667118 300M MD:Z:81T77T140 NM:i:2 cdhit-output-4_13.iteration.3 0.99 16 4699790 300M MD:Z:81T77T140 NM:i:2
snap_masked-168435378-processed-gene-2.74-mRNA-1 myseq6000.fa.r112 0.99 16 6766767 357M MD:Z:357 NM:i:0 cdhit-output-4_13.iteration.1 0.99 0 3957891 357M MD:Z:222G134 NM:i:1
snap_masked-168435560-processed-gene-0.34-mRNA-1 myseq12000.fa.r112 0.99 16 7654639 330M MD:Z:330 NM:i:0 cdhit-output-4_19.iteration.1 0.99 0 831755 330M MD:Z:330 NM:i:0
snap_masked-168436303-processed-gene-1.63-mRNA-1 myseq12000.fa.r112 0.99 0 7753604 540M MD:Z:540 NM:i:0 cdhit-output-4_18.iteration.1 0.99 0 3737511 540M MD:Z:540 NM:i:0
snap_masked-168438749-processed-gene-0.45-mRNA-1 myseq6000.fa.r112 0.99 0 6783457 183M MD:Z:50G132 NM:i:1 cdhit-output-4_9.iteration.2 0.99 0 3334806 183M MD:Z:50G132 NM:i:1
snap_masked-168441156-processed-gene-0.18-mRNA-1 myseq0.fa.r112 0.99 16 7156919 276M MD:Z:16G174A27G56 NM:i:3 cdhit-output-4_10.iteration.2 0.99 16 3112597 276M MD:Z:16G174A27G56 NM:i:3
snap_masked-168441282-processed-gene-0.50-mRNA-1 myseq12000.fa.r112 0.99 16 7658232 1245M MD:Z:100A46A167T699C51A64G26G74C10 NM:i:8 cdhit-output-4_17.iteration.1 0.99 16 3052218 1245M MD:Z:100A46A167T699C51A64G26G74C10 NM:i:8
snap_masked-168443486-processed-gene-0.39-mRNA-1 myseq3000.fa.r112 0.99 0 9272663 207M MD:Z:207 NM:i:0 cdhit-output-4_11.iteration.1 0.99 0 3213181 207M MD:Z:207 NM:i:0
snap_masked-168443762-processed-gene-0.17-mRNA-1 myseq12000.fa.r112 0.99 16 7588328 324M MD:Z:70G116A31T2A101 NM:i:4 cdhit-output-4_17.iteration.5 0.99 16 1638631 324M MD:Z:70G116A31T2A101 NM:i:4
snap_masked-168444479-processed-gene-0.44-mRNA-1 myseq9000.fa.r112 0.99 16 9171902 228M MD:Z:228 NM:i:0 cdhit-output-4_16.iteration.1 0.99 16 3093198 228M MD:Z:228 NM:i:0
snap_masked-168444801-processed-gene-0.22-mRNA-1 myseq12000.fa.r112 0.99 0 7629145 2166M MD:Z:541T102C620T900 NM:i:3 cdhit-output-4_18.iteration.1 0.99 16 3671992 2166M MD:Z:900A620G102A541 NM:i:3
snap_masked-168446456-processed-gene-0.19-mRNA-1 myseq0.fa.r112 0.99 16 7147625 225M MD:Z:189A35 NM:i:1 cdhit-output-4_10.iteration.1 0.99 16 2845594 225M MD:Z:189A35 NM:i:1
snap_masked-168447667-processed-gene-0.5-mRNA-1 myseq12000.fa.r112 0.99 16 7751806 636M MD:Z:6T10A43A19T35A518 NM:i:5 cdhit-output-4_13.iteration.1 0.99 0 3870685 636M MD:Z:636 NM:i:0
snap_masked-168451067-processed-gene-0.3-mRNA-1 myseq9000.fa.r112 0.99 16 9226217 2595M MD:Z:641A32A385C1534 NM:i:3 cdhit-output-4_14.iteration.1 0.99 16 2940168 2595M MD:Z:641A32A385C1534 NM:i:3
snap_masked-168451748-processed-gene-0.24-mRNA-1 myseq12000.fa.r112 0.99 0 6780535 438M MD:Z:116T321 NM:i:1 cdhit-output-4_17.iteration.1 0.99 0 2981792 438M MD:Z:116T321 NM:i:1
snap_masked-168452061-processed-gene-0.7-mRNA-1 myseq9000.fa.r112 0.99 16 9183822 465M MD:Z:6A28C130A201G19G2A37T12G22 NM:i:8 cdhit-output-4_14.iteration.4 0.99 16 5213025 465M MD:Z:6A28C130A201G19G2A37T12G22 NM:i:8
snap_masked-168453873-processed-gene-1.99-mRNA-1 myseq9000.fa.r112 0.99 16 9293947 2100M MD:Z:419A582C492G604 NM:i:3 cdhit-output-4_15.iteration.1 0.99 0 3575869 2100M MD:Z:604C492G582T419 NM:i:3
snap_masked-168454869-processed-gene-0.56-mRNA-1 myseq9000.fa.r112 0.99 0 9186373 570M MD:Z:377T192 NM:i:1 cdhit-output-4_15.iteration.1 0.99 0 3575682 570M MD:Z:377T192 NM:i:1
snap_masked-168455519-processed-gene-0.93-mRNA-1 myseq9000.fa.r112 0.99 0 9140880 417M MD:Z:105G192A118 NM:i:2 cdhit-output-4_15.iteration.1 0.99 16 3575503 417M MD:Z:311C105 NM:i:1
snap_masked-168458182-processed-gene-0.20-mRNA-1 myseq12000.fa.r112 0.99 0 7588677 1866M MD:Z:801G368T84C189C347A72 NM:i:5 cdhit-output-4_18.iteration.1 0.99 0 3751264 1866M MD:Z:801G368T84C189C347A72 NM:i:5
snap_masked-168459523-processed-gene-1.52-mRNA-1 myseq3000.fa.r112 0.99 0 677412 324M MD:Z:324 NM:i:0 cdhit-output-4_9.iteration.1 0.99 0 3187892 324M MD:Z:324 NM:i:0
snap_masked-168459523-processed-gene-1.53-mRNA-1 myseq3000.fa.r112 0.99 0 677412 237M MD:Z:107G129 NM:i:1 cdhit-output-4_12.iteration.1 0.99 16 3290870 237M MD:Z:129C107 NM:i:1
snap_masked-168459523-processed-gene-1.54-mRNA-1 myseq3000.fa.r112 0.99 0 677412 213M MD:Z:213 NM:i:0 cdhit-output-4_9.iteration.1 0.99 0 3187892 213M MD:Z:213 NM:i:0
snap_masked-168463841-processed-gene-0.61-mRNA-1 myseq0.fa.r112 0.99 0 7166575 207M MD:Z:207 NM:i:0 cdhit-output-4_9.iteration.1 0.99 0 3260313 207M MD:Z:207 NM:i:0
snap_masked-168464262-processed-gene-0.2-mRNA-1 myseq6000.fa.r112 0.99 0 6771293 216M MD:Z:147C1G66 NM:i:2 cdhit-output-4_12.iteration.1 0.99 0 3284234 216M MD:Z:147C1G66 NM:i:2
snap_masked-168468504-processed-gene-0.21-mRNA-1 myseq9000.fa.r112 0.99 0 9190569 1920M MD:Z:70G677A642C528 NM:i:3 cdhit-output-4_15.iteration.1 0.99 16 3494109 1920M MD:Z:528G1078T54A186C70 NM:i:4
snap_masked-168470123-processed-gene-0.124-mRNA-1 myseq12000.fa.r112 0.99 16 2346465 270M MD:Z:270 NM:i:0 cdhit-output-4_16.iteration.1 0.99 0 3092502 270M MD:Z:270 NM:i:0
snap_masked-168470965-processed-gene-0.39-mRNA-1 myseq12000.fa.r112 0.99 16 7750466 1365M MD:Z:716G648 NM:i:1 cdhit-output-4_17.iteration.1 0.99 0 3052434 1365M MD:Z:648C716 NM:i:1
snap_masked-168471005-processed-gene-0.8-mRNA-1 myseq0.fa.r112 0.99 0 94296 327M MD:Z:39G82C98G37G67 NM:i:4 cdhit-output-4_9.iteration.1 0.99 16 3185230 327M MD:Z:67C37C98G82C39 NM:i:4
snap_masked-168476177-processed-gene-0.13-mRNA-1 myseq9000.fa.r112 0.99 0 9291182 291M MD:Z:15T46C228 NM:i:2 cdhit-output-4_16.iteration.2 0.99 0 4044237 291M MD:Z:15T46C228 NM:i:2
snap_masked-168476454-processed-gene-0.14-mRNA-1 myseq9000.fa.r112 0.99 16 9250069 393M MD:Z:225C7T100G4A53 NM:i:4 cdhit-output-4_15.iteration.2 0.99 0 3579115 393M MD:Z:53T4C100A7G225 NM:i:4
snap_masked-168478876-processed-gene-0.10-mRNA-1 myseq9000.fa.r112 0.99 16 9235291 2127M MD:Z:777G417T602C328 NM:i:3 cdhit-output-4_15.iteration.1 0.99 16 3575604 2127M MD:Z:79C221G23A130T320G1020C328 NM:i:6
snap_masked-168479714-processed-gene-0.8-mRNA-1 myseq12000.fa.r112 0.99 0 7589007 345M MD:Z:21G146C3G14T59A2G27A66 NM:i:7 cdhit-output-4_18.iteration.3 0.99 0 4646510 345M MD:Z:21G146C3G14T59A2G27A66 NM:i:7
snap_masked-168480121-processed-gene-0.6-mRNA-1 myseq9000.fa.r112 0.99 16 9212931 246M MD:Z:246 NM:i:0 cdhit-output-4_16.iteration.1 0.99 0 3055875 246M MD:Z:246 NM:i:0
snap_masked-168480718-processed-gene-0.13-mRNA-1 myseq6000.fa.r112 0.99 16 6830914 333M MD:Z:333 NM:i:0 cdhit-output-4_13.iteration.1 0.99 16 3871640 333M MD:Z:333 NM:i:0
snap_masked-168480939-processed-gene-0.15-mRNA-1 myseq6000.fa.r112 0.99 16 5811915 543M MD:Z:543 NM:i:0 cdhit-output-4_15.iteration.1 0.99 16 3575837 543M MD:Z:543 NM:i:0
snap_masked-168481356-processed-gene-0.98-mRNA-1 myseq6000.fa.r112 0.99 16 6776414 318M MD:Z:318 NM:i:0 cdhit-output-4_14.iteration.1 0.99 0 2942343 318M MD:Z:318 NM:i:0
snap_masked-168482879-processed-gene-0.41-mRNA-1 myseq3000.fa.r112 0.99 0 9174690 529M MD:Z:78A32TA13G10A8C65C32C25A137C95C13C9 NM:i:12 cdhit-output-4_11.iteration.3 0.99 0 2675779 529M MD:Z:78A32TA13G10A8C65C32C25A137C95C13C9 NM:i:12
snap_masked-168485357-processed-gene-0.47-mRNA-1 myseq0.fa.r112 0.99 16 7165181 216M MD:Z:216 NM:i:0 cdhit-output-4_10.iteration.1 0.99 16 2915319 216M MD:Z:216 NM:i:0
snap_masked-168487853-processed-gene-0.36-mRNA-1 myseq0.fa.r112 0.99 0 7138943 243M MD:Z:243 NM:i:0 cdhit-output-4_8.iteration.1 0.99 16 4560068 243M MD:Z:243 NM:i:0
snap_masked-168489523-processed-gene-0.98-mRNA-1 myseq9000.fa.r112 0.99 0 9298567 201M MD:Z:201 NM:i:0 cdhit-output-4_15.iteration.1 0.99 16 3499335 201M MD:Z:201 NM:i:0
snap_masked-168491800-processed-gene-0.24-mRNA-1 myseq6000.fa.r112 0.99 0 4381295 300M MD:Z:30T26T242 NM:i:2 cdhit-output-4_12.iteration.1 0.99 0 3364921 300M MD:Z:30T26T242 NM:i:2
snap_masked-168496104-processed-gene-0.30-mRNA-1 myseq12000.fa.r112 0.99 0 550054 270M MD:Z:55A16C137T35A23 NM:i:4 cdhit-output-4_17.iteration.3 0.99 16 1716009 270M MD:Z:23T35A137G16T55 NM:i:4
snap_masked-168496729-processed-gene-0.4-mRNA-1 myseq6000.fa.r112 0.99 16 6788875 501M MD:Z:409GA90 NM:i:2 cdhit-output-4_13.iteration.1 0.99 0 3958038 501M MD:Z:90TC409 NM:i:2
snap_masked-168497022-processed-gene-0.5-mRNA-1 myseq3000.fa.r112 0.99 0 9277935 1671M MD:Z:275A375A1019 NM:i:2 cdhit-output-4_16.iteration.1 0.99 0 3031907 1671M MD:Z:275A375A361CT656 NM:i:4
snap_masked-168499642-processed-gene-0.14-mRNA-1 myseq3000.fa.r112 0.99 16 9275421 183M MD:Z:183 NM:i:0 cdhit-output-4_10.iteration.1 0.99 16 960939 183M MD:Z:183 NM:i:0
snap_masked-168500386-processed-gene-2.43-mRNA-1 myseq3000.fa.r112 0.99 0 9219985 303M MD:Z:303 NM:i:0 cdhit-output-4_10.iteration.1 0.99 16 2914832 303M MD:Z:303 NM:i:0
snap_masked-168505425-processed-gene-0.14-mRNA-1 myseq6000.fa.r112 0.99 16 6825715 381M MD:Z:294T51C3A30 NM:i:3 cdhit-output-4_13.iteration.1 0.99 16 3919078 381M MD:Z:294T51C3A30 NM:i:3
snap_masked-168506404-processed-gene-0.21-mRNA-1 myseq0.fa.r112 0.99 0 7071916 237M MD:Z:237 NM:i:0 cdhit-output-4_10.iteration.1 0.99 16 2915116 237M MD:Z:237 NM:i:0
snap_masked-168506658-processed-gene-0.77-mRNA-1 myseq3000.fa.r112 0.99 0 9266158 225M MD:Z:155G69 NM:i:1 cdhit-output-4_10.iteration.1 0.99 16 2914853 225M MD:Z:69C155 NM:i:1
snap_masked-168508384-processed-gene-0.32-mRNA-1 myseq0.fa.r112 0.99 16 7154747 429M MD:Z:139T27A15A245 NM:i:3 cdhit-output-4_8.iteration.1 0.99 16 4560039 429M MD:Z:139T27A15A185G59 NM:i:4
snap_masked-168509051-processed-gene-0.24-mRNA-1 myseq9000.fa.r112 0.99 0 9135159 318M MD:Z:318 NM:i:0 cdhit-output-4_13.iteration.1 0.99 0 3873595 318M MD:Z:318 NM:i:0
snap_masked-168509624-processed-gene-0.6-mRNA-1 myseq6000.fa.r112 0.99 0 1772834 312M MD:Z:11C183C116 NM:i:2 cdhit-output-4_14.iteration.2 0.99 0 5221943 312M MD:Z:11C183C116 NM:i:2
snap_masked-168512853-processed-gene-1.82-mRNA-1 myseq6000.fa.r112 0.99 0 2832077 276M MD:Z:276 NM:i:0 cdhit-output-4_14.iteration.1 0.99 0 3011727 276M MD:Z:276 NM:i:0
snap_masked-168514912-processed-gene-0.16-mRNA-1 myseq12000.fa.r112 0.99 0 7654879 2592M MD:Z:26C50C628C14G94T13C47T11A19A39T77T15A1T68C110C2C95T76G118G353A16T66G57T54T41T1T103T60A75A51A70A11T99 NM:i:32 cdhit-output-4_19.iteration.1 0.99 0 831785 2592M MD:Z:26C50C628C14G94T13C47T11A19A39T77T15A1T68C110C2C95T76G118G353A16T66G57T54T41T1T103T60A75A51A70A11T99 NM:i:32
snap_masked-168516466-processed-gene-0.15-mRNA-1 myseq9000.fa.r112 0.99 16 9298640 1377M MD:Z:872CC38G314A82T66 NM:i:5 cdhit-output-4_15.iteration.1 0.99 16 3576115 1377M MD:Z:417A97A107G34C568A82T66 NM:i:6
snap_masked-168518380-processed-gene-0.8-mRNA-1 myseq3000.fa.r112 0.99 16 9186629 405M MD:Z:290T114 NM:i:1 cdhit-output-4_11.iteration.1 0.99 16 3215190 405M MD:Z:290T114 NM:i:1
snap_masked-168519497-processed-gene-0.49-mRNA-1 myseq6000.fa.r112 0.99 16 3379797 2829M MD:Z:735C2093 NM:i:1 cdhit-output-4_13.iteration.1 0.99 0 3908257 2829M MD:Z:1526A1302 NM:i:1
snap_masked-168520014-processed-gene-0.62-mRNA-1 myseq9000.fa.r112 0.99 0 9209042 207M MD:Z:207 NM:i:0 cdhit-output-4_15.iteration.1 0.99 16 3506149 207M MD:Z:207 NM:i:0
snap_masked-168520988-processed-gene-0.78-mRNA-1 myseq12000.fa.r112 0.99 0 7749873 336M MD:Z:157C80C97 NM:i:2 cdhit-output-4_18.iteration.1 0.99 16 785034 336M MD:Z:97G80G157 NM:i:2
snap_masked-168521317-processed-gene-0.6-mRNA-1 myseq0.fa.r112 0.99 0 7062131 333M MD:Z:333 NM:i:0 cdhit-output-4_8.iteration.1 0.99 16 4560208 333M MD:Z:333 NM:i:0
snap_masked-168522838-processed-gene-0.103-mRNA-1 myseq12000.fa.r112 0.99 16 1677789 321M MD:Z:321 NM:i:0 cdhit-output-4_17.iteration.1 0.99 16 3052462 321M MD:Z:321 NM:i:0
snap_masked-168523015-processed-gene-0.27-mRNA-1 myseq12000.fa.r112 0.99 16 7594805 180M MD:Z:180 NM:i:0 cdhit-output-4_17.iteration.1 0.99 16 3052415 180M MD:Z:180 NM:i:0
snap_masked-168523715-processed-gene-0.11-mRNA-1 myseq3000.fa.r112 0.99 16 9300807 1041M MD:Z:68G972 NM:i:1 cdhit-output-4_11.iteration.1 0.99 16 3288442 1041M MD:Z:49A18G972 NM:i:2
snap_masked-168524568-processed-gene-0.56-mRNA-1 myseq6000.fa.r112 0.99 0 6848253 372M MD:Z:372 NM:i:0 cdhit-output-4_13.iteration.1 0.99 16 3919172 372M MD:Z:171C200 NM:i:1
snap_masked-168525429-processed-gene-0.31-mRNA-1 myseq3000.fa.r112 0.99 0 9142540 2370M MD:Z:476G320A104C98C312G16T623A414 NM:i:7 cdhit-output-4_11.iteration.1 0.99 16 3288382 2370M MD:Z:414T655T143A153G98G104T320C476 NM:i:7
snap_masked-168526810-processed-gene-0.11-mRNA-1 myseq3000.fa.r112 0.99 0 9288234 1227M MD:Z:1205T21 NM:i:1 cdhit-output-4_12.iteration.1 0.99 0 3364952 1227M MD:Z:1227 NM:i:0
snap_masked-168528819-processed-gene-0.28-mRNA-1 myseq0.fa.r112 0.99 0 7057503 351M MD:Z:351 NM:i:0 cdhit-output-4_10.iteration.1 0.99 16 2915587 351M MD:Z:351 NM:i:0
snap_masked-168529423-processed-gene-0.21-mRNA-1 myseq6000.fa.r112 0.99 0 6798193 1983M MD:Z:92T274C276G617T161A75G264G113C85C17 NM:i:9 cdhit-output-4_10.iteration.1 0.99 0 2915603 1983M MD:Z:92T274C276G617T161A75G264G113C85C17 NM:i:9
snap_masked-168532484-processed-gene-0.55-mRNA-1 myseq0.fa.r112 0.99 0 7165000 327M MD:Z:327 NM:i:0 cdhit-output-4_9.iteration.1 0.99 16 3260487 327M MD:Z:327 NM:i:0
